name,link,ingredient,steps,nutrition,image_url
Tamarind-roasted vegetables,https://www.taste.com.au/recipes/tamarind-roasted-vegetables/116100e5-296a-431e-938a-5a87a4082860#coral_thread,"[{'quantity': '3', 'unit': 'kumara', 'name': ', peeled, cut into chunks'}, {'quantity': '2', 'unit': 'red', 'name': 'capsicums'}, {'quantity': '2', 'unit': 'yellow', 'name': 'capsicums'}, {'quantity': '3', 'unit': 'red', 'name': 'onions, cut into wedges'}, {'quantity': '1', 'unit': 'large', 'name': 'eggplant , cut into chunks'}, {'quantity': '3', 'unit': 'zucchini', 'name': ', cut into thick chunks'}, {'quantity': '4', 'unit': 'tbsp', 'name': 'sunflower oil'}]","Preheat the oven to 190°C. For the tamarind paste, place all the ingredients in a food processor with 1/4 cup (60ml) boiling water. Blend to a thin paste, then set aside., Toss the vegetables in the oil, spread over a large baking tray (you may need to use 2 trays depending on the size of your oven), then roast for 30 minutes. Remove from the oven and toss with the tamarind paste, then roast for a further 20-25 minutes until tender. Serve hot or at room temperature, garnished with the extra mint leaves.","calories: 321, fat: 13.2g, carbs: 49.6g, protein: 5.5g, servings: 6",https://img.taste.com.au/G2jMAF_E/w720-h480-cfill-q80/taste/2016/11/tamarind-roasted-vegetables-25388-1.jpeg
"Spinach, olive and bocconcini salad",https://www.taste.com.au/recipes/spinach-olive-bocconcini-salad/3bfb5ce8-99db-40d5-975e-6b2cbaab2989#coral_thread,"[{'quantity': '4', 'unit': 'thin', 'name': 'slices prosciutto'}, {'quantity': '1', 'unit': 'x', 'name': '150g pkt baby spinach leaves'}, {'quantity': '75', 'unit': 'g', 'name': 'pitted drained kalamata olives'}, {'quantity': '4', 'unit': '(about', 'name': '150g) bocconcini, drained on paper towel, thinly sliced'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'olive oil'}, {'quantity': None, 'unit': 'Salt', 'name': '& freshly ground black pepper'}]","Preheat oven to 200C. Line a baking tray with non-stick baking paper. Place prosciutto on prepared tray. Bake in preheated oven for 7 minutes or until crisp. Remove from oven and set aside for 5 minutes to cool., Place the spinach in a large bowl. Add the olives, bocconcini and oil. Season with salt and pepper and gently toss until combined. Divide the spinach mixture among serving plates and top with prosciutto.","calories: 218, fat: 16.6g, carbs: 3.1g, protein: 15.5g, servings: 4",https://img.taste.com.au/qJ9silCC/w720-h480-cfill-q80/taste/2016/11/spinach-olive-and-bocconcini-salad-5628-1.jpeg
Creamy sweet potato and thyme bake,https://www.taste.com.au/recipes/creamy-sweet-potato-thyme-bake/092f377a-da6a-4af2-88af-6c7fca3bc105#coral_thread,"[{'quantity': '3', 'unit': 'cups', 'name': 'frozen potato cubes'}, {'quantity': '500', 'unit': 'g', 'name': 'packet frozen sweet potato cubes'}, {'quantity': '1', 'unit': 'medium', 'name': 'brown onion, halved, thinly sliced'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'chopped fresh thyme'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'chopped fresh parsley'}, {'quantity': '300', 'unit': 'ml', 'name': 'Bulla Cooking Cream'}, {'quantity': '2/3', 'unit': 'cup', 'name': 'grated tasty cheese'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'dried breadcrumbs'}]","Preheat oven to 200°C/180°C fan-forced. Place potato, sweet potato, onion, thyme and parsley in an 8-cup capacity ovenproof dish. Pour over cream. Sprinkle with cheese and breadcrumbs. Season with salt and pepper., Bake for 1 hour or until potato is tender, covering with foil if over-browning during cooking. Serve.","calories: 427, fat: 22g, carbs: 42.2g, protein: 13g, servings: 4",https://img.taste.com.au/HrwhDDsm/w720-h480-cfill-q80/taste/2016/11/creamy-sweet-potato-and-thyme-bake-83717-1.jpeg
Smoked salmon tartines with red onion-caper relish,https://www.taste.com.au/recipes/smoked-salmon-tartines-red-onion-caper-relish/06825beb-b4dd-4e6a-a023-e501e4c6d70d#coral_thread,[],"To make the relish: In a small bowl, stir the onion, capers, lemon juice, dill, and mustard seeds. Season to taste with salt., To make the tartines: In another small bowl, mix the cream cheese, creme fraiche, and chives to blend. Season to taste with salt., Spread the cheese mixture over the toasted slices of pumpernickel and baguette. Cut each slice of the pumpernickel bread into 3 rectangular pieces. Top each with 1 salmon slice, and then top each with a generous spoonful of the relish. Transfer the tartines to a platter. Finely grate the lemon peel over each and serve.","calories: 393, fat: 14.2g, carbs: 63.3g, protein: 19.1g, servings: 8",https://img.taste.com.au/odVGFSMD/w720-h480-cfill-q80/taste/2016/11/smoked-salmon-tartines-with-red-onion-caper-relish-89422-1.jpeg
Warm vegetable salad with creamy lime dressing,https://www.taste.com.au/recipes/warm-vegetable-salad-creamy-lime-dressing/0c99281a-f4f9-4a5d-bdf1-8d7e63cddfd3#coral_thread,"[{'quantity': '2', 'unit': 'small', 'name': 'red onions, halved, thickly sliced'}, {'quantity': '16', 'unit': 'baby', 'name': 'red rascal potatoes, halved'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'olive oil'}, {'quantity': '2', 'unit': 'bunches', 'name': 'baby beetroot, trimmed'}, {'quantity': '1', 'unit': 'bunch', 'name': 'Dutch (baby) carrots, trimmed, peeled'}, {'quantity': '3', 'unit': 'medium', 'name': 'zucchini, thickly sliced'}, {'quantity': '1/4', 'unit': 'cup', 'name': 'light sour cream'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'lime juice'}, {'quantity': '1', 'unit': 'tsp', 'name': 'Maille dijon mustard'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'shredded fresh basil leaves'}]","Preheat oven to 200°C/180°C fan-forced. Place onion and potatoes in a large roasting pan. Drizzle with oil. Toss to coat. Wrap each beetroot in foil. Add to pan. Roast for 1 hour., Add carrots and zucchini to pan. Toss in oil to coat. Roast for 20 minutes or until vegetables are browned and tender. Wearing gloves, remove beetroot from foil. Peel and cut in half., Meanwhile, combine cream, lime juice, mustard and basil in a bowl. Serve vegetables dolloped with cream mixture.","calories: 286, fat: 5.7g, carbs: 54.0g, protein: 7.2g, servings: 8",https://img.taste.com.au/6kRPdPyk/w720-h480-cfill-q80/taste/2016/11/warm-vegetable-salad-with-creamy-lime-dressing-60650-1.jpeg
"Chicken, leek and bacon pie",https://www.taste.com.au/recipes/chicken-leek-bacon-pie/08ec445d-890f-4bf3-b3ba-7a35c78c08de#coral_thread,[],"To make the shortcrust pastry place flour and butter in a food processor and process until it resembles breadcrumbs. Add egg yolk, salt and enough iced water to just bring dough together (about 2–3 tablespoons). Pulse until mixture comes together. Turn out onto a clean work surface. Form into a disk and wrap in plastic wrap. Refrigerate for 30 minutes., Preheat oven to 180C. For the pie filling, place butter and olive oil in a large frying pan over medium heat. Add leek. Cook for 2 minutes or until softened. Add bacon and cook for a further 5 minutes. Add chicken and thyme and cook for 5 mins or until chicken is just cooked through., Add flour and cook, stirring, for 1 minute. Gradually stir in chicken stock and 1 1/2 cups (375ml) water. Bring to the boil, reduce heat to low and stir for 3-5 mins or until sauce has thickened. Stir in lemon juice and zest. Season with salt and pepper. Set aside to cool. Discard thyme sprigs., Roll pastry between 2 sheets of baking paper to 2mm thick. Cut 8 circles of pastry to line the base and sides of 8 x 7.5cm base pie tins. Divide mixture between tins and cover with another disc of pastry. Press pastry together and crimp the edges. Brush with egg, sprinkle with sesame seeds and bake for 25-30 mins or until the pastry is crisp and golden and the filling cooked through. Cool slightly. Remove pies from tins and serve with roasted baby carrots and steamed broccolini.","calories: 717, fat: 46.0g, carbs: 48.8g, protein: 26.4g, servings: 8",https://img.taste.com.au/Tymvorju/w720-h480-cfill-q80/taste/2016/11/chicken-leek-and-bacon-pie-102612-1.jpeg
Fish and crisp chips,https://www.taste.com.au/recipes/fish-crisp-chips/b0c14cfd-75b0-40a9-b3b2-6069bf654c3d#coral_thread,"[{'quantity': '1.2', 'unit': 'kg', 'name': 'sebago potatoes, peeled, sliced into 1mm-thick rounds (see tip)'}, {'quantity': '6', 'unit': 'cups', 'name': 'rice bran oil or vegetable oil, for deep-frying'}, {'quantity': '800', 'unit': 'g', 'name': 'flathead fish fillets, skin removed'}, {'quantity': '1 1/2', 'unit': 'cups', 'name': 'plain flour'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'cornflour'}, {'quantity': '1', 'unit': 'tsp', 'name': 'baking powder'}, {'quantity': '2', 'unit': 'tsp', 'name': 'salt'}, {'quantity': '1', 'unit': 'tsp', 'name': 'white sugar'}, {'quantity': '1 1/4', 'unit': 'to', 'name': '1 1/2 cups chilled water'}]","Pat potato slices dry with a clean tea towel. Heat oil in a large saucepan or wok over medium-high heat until hot. Preheat oven to 160°C., Carefully add potato slices, 1 at a time, to hot oil. Deep-fry potato slices in batches, turning occasionally, for 8 to 10 minutes or until golden. Remove to a wire rack over a baking tray lined with paper towel. Keep warm in oven., Cut fish into serving-sized pieces. Pat dry with paper towel. Place 1/2 cup plain flour in a shallow bowl. Season with salt and pepper. Coat both sides of fish in seasoned flour., Sift remaining 1 cup plain flour, cornflour, baking powder and salt together into a large bowl. Stir in sugar. Make a well in the centre. Add 1 1/4 cups chilled water. Mix to form a thick batter, adding more water if necessary (the batter should be the consistency of thickened cream). Don't over-mix., Reheat oil in saucepan or wok over medium-high heat. Dip 1 piece of fish at a time in batter to coat. Cook 2 to 3 pieces at a time for 4 minutes or until golden and cooked through. Drain on a wire rack over a tray lined with paper towel. Keep warm in oven while cooking remaining fish., Season fish and chips with salt. Serve with tartare sauce (see related recipe).","calories: 458, fat: 18.2g, carbs: 45.1g, protein: 27.5g, servings: 8",https://img.taste.com.au/WUbvpNpZ/w720-h480-cfill-q80/taste/2016/11/fish-and-crisp-chips-28822-1.jpeg
Asian-glazed pork cutlets with orange and avocado salad,https://www.taste.com.au/recipes/asian-glazed-pork-cutlets-orange-avocado-salad/34e834d5-52fa-4d58-a018-414b1694c3f5#coral_thread,"[{'quantity': '1/2', 'unit': 'cup', 'name': 'char siu sauce (see note)'}, {'quantity': '2', 'unit': 'tsp', 'name': 'grated fresh ginger'}, {'quantity': '3', 'unit': 'tbsp', 'name': '(90g) honey'}, {'quantity': '1/3', 'unit': 'cup', 'name': '(80ml) lemon juice'}, {'quantity': '2', 'unit': 'tsp', 'name': 'sesame oil'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'vegetable oil'}, {'quantity': '4', 'unit': 'x', 'name': '240g pork cutlets'}, {'quantity': None, 'unit': 'Steamed', 'name': 'white rice, to serve'}]","Preheat the oven to 180°C. Mix together the char siu sauce, ginger, honey, lemon juice, sesame oil and 1/4 cup (60ml) water. Heat vegetable oil in a large non-stick ovenproof frypan over medium-high heat. Cook pork for 2 minutes each side or until golden. Pour over sauce, then transfer pan to oven and roast for 10 minutes, basting once, until cooked through., Meanwhile, for the salad, remove the orange peel and pith. Holding fruit in your hand (over a bowl to catch the juice), cut segments away from the membrane with a small knife. Squeeze remains to catch extra juice, then place segments in a bowl with avocado and watercress. Place oil, ginger and 2 tablespoons orange juice in a small jar, add salt and pepper, then shake well to combine. Toss salad with dressing., Remove pan from oven and place pork on a plate, loosely covered with foil, to rest. Return pan to stove on medium heat, and reduce sauce, stirring for 2-3 minutes until thickened. Drizzle sauce over pork and rice on plates and serve with salad.","calories: 827, fat: 50.0g, carbs: 56.2g, protein: 38.8g, servings: 4",https://img.taste.com.au/32sc9Aiv/w720-h480-cfill-q80/taste/2016/11/asian-glazed-pork-cutlets-with-orange-and-avocado-salad-30863-1.jpeg
"Fast salmon, dill and potato frittata",https://www.taste.com.au/recipes/fast-salmon-dill-potato-frittata/SeNguKsZ#coral_thread,"[{'quantity': '2', 'unit': 'brushed', 'name': 'potatoes, peeled, thinly sliced'}, {'quantity': '8', 'unit': 'Coles', 'name': 'Australian Free Range Eggs'}, {'quantity': '3/4', 'unit': 'cups', 'name': '(185ml) thickened cream'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'chopped dill'}, {'quantity': '185', 'unit': 'g', 'name': 'pkt Coles Hot Smoked Salmon Fillets, skin removed, coarsely flaked'}, {'quantity': '1', 'unit': 'cup', 'name': '(120g) frozen peas'}]","Preheat grill on medium. Heat a greased 20cm (base measurement) non-stick frying pan over medium-low heat. Add half the potato and cook for 2 mins each side or until lightly golden and tender. Transfer to a plate. Repeat with remaining potato., Whisk the eggs, cream and dill in a large jug. Season., Arrange half the potato over the base of the frying pan. Top with half the salmon and sprinkle with half the peas. Continue layering with remaining potato, salmon and peas. Pour over the egg mixture. Cook for 5 mins or until almost set. Cook under grill for 3 mins or until golden brown and set., Cut frittata into wedges and serve warm or at room temperature.","calories: 381, fat: 22.5g, carbs: 20.5g, protein: 23.3g, servings: 4",https://img.taste.com.au/BWMa0-to/w720-h480-cfill-q80/taste/2017/08/fast-salmon-dill-frittata1-1980x1320-129723-1.jpg
Pecan cake with butterscotch sauce,https://www.taste.com.au/recipes/pecan-cake-butterscotch-sauce/ec9542a7-1acf-4cd3-9eea-2d631651c22a#coral_thread,"[{'quantity': '310', 'unit': 'g', 'name': 'pkt Madeira cake mix'}, {'quantity': '3/4', 'unit': 'cup', 'name': '(180ml) milk'}, {'quantity': '2', 'unit': 'egg', 'name': 's'}, {'quantity': '125', 'unit': 'g', 'name': 'pecans, chopped'}, {'quantity': '1/2', 'unit': 'cup', 'name': '(125ml) thin cream'}, {'quantity': '75', 'unit': 'g', 'name': 'butter, chopped'}, {'quantity': '1/2', 'unit': 'cup', 'name': '(110g) brown sugar'}, {'quantity': '1', 'unit': 'tsp', 'name': 'vanilla essence'}, {'quantity': None, 'unit': 'Vanilla', 'name': 'ice cream to serve, (optional)'}]","Preheat the over to 180°C. Lightly grease 20cm round cake tin, and line the base with non-stick baking paper. Prepare the cake mixture according to packet directions. Spoon half the mixture into the prepared tin, and sprinkle half the pecans over., Spoon the remaining mixture into the tin, and sprinkle the remaining pecans over the top. Use a wooden skewer to swirl the pecans through the mixture, then smooth the surface., Bake for 40 minutes, until skewer comes out clean when inserted into the centre. Stand for 5 minutes, then turn out onto a wire rack. Invert the cake so that it is right side up., To make the butterscotch sauce: combine the cream, butter, brown sugar, and vanilla in a small saucepan. Stir over medium heat until melted and smooth, then reduce the heat to low and simmer for 2 minutes. Cool slightly. To serve, cut the cake into wedges, place into serving dishes and drizzle with the warm sauce. Serve with a scoop of vanilla ice cream, if desired.","calories: 597, fat: 42.5g, carbs: 49.3g, protein: 8.6g, servings: 6",https://img.taste.com.au/X400-A0E/w720-h480-cfill-q80/taste/2016/11/pecan-cake-with-butterscotch-sauce-23686-1.jpeg
Sticky chicken with green curry noodles,https://www.taste.com.au/recipes/sticky-chicken-green-curry-noodles/e384049f-12e7-4bc6-b0f8-a0b62dcb613c#coral_thread,"[{'quantity': '2', 'unit': 'tbsp', 'name': 'peanut oil'}, {'quantity': '1/4', 'unit': 'cup', 'name': 'raw cashews'}, {'quantity': '4', 'unit': 'chicken', 'name': 'maryland'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'thai green curry paste'}, {'quantity': '1', 'unit': 'cup', 'name': '\\t chicken stock'}, {'quantity': '165', 'unit': 'ml', 'name': 'can coconut milk'}, {'quantity': '1', 'unit': 'tsp', 'name': '\\t sesame oil'}, {'quantity': '200', 'unit': 'g', 'name': '\\tsnow peas, thinly sliced, lengthways'}, {'quantity': '1', 'unit': 'lime', 'name': ', juiced, plus extra wedges to serve'}, {'quantity': '100', 'unit': 'g', 'name': 'rice vermicelli noodles'}, {'quantity': '1', 'unit': 'long', 'name': 'green chilli, seeded, sliced'}, {'quantity': '1/4', 'unit': 'cup', 'name': 'coriander, chopped'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'honey'}]","Heat oil in a large frying pan on high heat. Cook cashews for 1-2 mins, stirring, until golden. Using a slotted spoon, remove cashews and drain on paper towel. Chop roughly., Cut chicken marylands in half to separate thigh and drumstick. Add to same pan, skin side down. Cook for 5 mins each side, until golden. Reduce heat to low and cook, covered, for 15-20 mins, turning once, until cooked through., Meanwhile, heat curry paste in a pan on medium for 1 min, until fragrant. Add stock and bring to boil. Add coconut milk and sesame oil. Reduce heat to low and simmer for 5 mins, until thickened slightly. Add snow peas and cook for 1-2 mins, until just tender. Add lime juice and season to taste., Place noodles in a large bowl. Cover with warm water and soak according to packet directions. Drain and return to bowl with chilli and 2 tablespoon of coriander. Add coconut mixture and toss to combine., Drizzle honey over chicken and turn to coat. Cook for 2-3 mins, until chicken is sticky. Divide chicken between serving plates and top with cashews and remaining coriander. Serve with extra lime wedges.","calories: 1065, fat: 40.5g, carbs: 44.6g, protein: 42.7g, servings: 4",https://img.taste.com.au/6SEIYJK3/w720-h480-cfill-q80/taste/2016/11/sticky-chicken-with-green-curry-noodles-107824-1.jpeg
Slow-cooker southern pork ribs,https://www.taste.com.au/recipes/slow-cooker-southern-pork-ribs/7e986bf6-d757-43a4-8307-80abeac2f835#coral_thread,"[{'quantity': '1', 'unit': 'kg', 'name': 'Aussie pork ribs (see note)'}, {'quantity': '1', 'unit': 'tsp', 'name': 'olive oil'}, {'quantity': '1', 'unit': 'brown', 'name': 'onion, finely chopped'}, {'quantity': '2', 'unit': 'carrots', 'name': ', finely chopped'}, {'quantity': '2', 'unit': 'garlic', 'name': 'cloves, thinly sliced'}, {'quantity': '400', 'unit': 'g', 'name': 'can diced tomatoes'}, {'quantity': '1', 'unit': 'cup', 'name': 'beer'}, {'quantity': '1/4', 'unit': 'cup', 'name': 'barbecue sauce'}, {'quantity': '5', 'unit': 'drops', 'name': 'tabasco sauce'}, {'quantity': None, 'unit': 'Mashed', 'name': 'potato, to serve'}, {'quantity': None, 'unit': 'Salt', 'name': ', to season'}, {'quantity': None, 'unit': 'Coleslaw', 'name': ', to serve'}, {'quantity': None, 'unit': 'Corn', 'name': 'cobs, to serve'}]","Cut ribs into 3 to 4 bone portions. Heat oil in a large, deep non-stick frying pan over medium-high heat. Season pork with salt and pepper. Add half the ribs to pan. Cook for 2 to 3 minutes each side or until browned. Transfer to the bowl of a 5.5 litre slow cooker. Repeat with the remaining ribs., Reduce heat to medium. Add onion and carrot. Cook, stirring often, for 5 minutes or until softened. Add garlic. Cook for 1 minute or until fragrant. Add tomato, beer, barbecue sauce and tabasco sauce. Stir to combine. Season with salt and pepper. Pour over ribs. Cover with lid. Cook on low for 6 hours or until ribs are tender and falling from the bone., Serve with mashed potato, coleslaw and corn.","calories: 435, fat: 21.2g, carbs: 18.0g, protein: 37.3g, servings: 4",https://img.taste.com.au/y5yz9Qu4/w720-h480-cfill-q80/taste/2016/11/slow-cooker-southern-pork-ribs-89227-1.jpeg
Baked fish fillets with wilted choy sum,https://www.taste.com.au/recipes/baked-fish-fillets-wilted-choy-sum/78370c59-77e1-49a2-822c-4773f7370ae7#coral_thread,"[{'quantity': '2', 'unit': 'tbsp', 'name': 'fresh lime juice (You can use lemon juice if limes are not available.)'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'soy sauce'}, {'quantity': '1/4', 'unit': 'tsp', 'name': 'sesame oil'}, {'quantity': '4', 'unit': 'x', 'name': '130g white fish fillets (such as snapper or bream)'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'vegetable oil'}, {'quantity': None, 'unit': 'Salt', 'name': '& freshly ground black pepper'}, {'quantity': '2', 'unit': 'green', 'name': 'shallots, trimmed, thinly sliced diagonally'}, {'quantity': '55', 'unit': 'g', 'name': '(1/3 cup) raw cashew nuts, chopped'}, {'quantity': '2', 'unit': 'x', 'name': '500g bunches choy sum, washed, dried, cut into 10cm lengths'}, {'quantity': '1', 'unit': 'garlic', 'name': 'clove, crushed'}]","Preheat oven to 210°C. Line a baking tray with non-stick baking paper., Place the lime juice, soy sauce and sesame oil in a small jug. Whisk to combine and set aside., Place the fish fillets, skin-side down, on the lined baking tray. Brush with some of the vegetable oil and sprinkle with the salt, pepper, green shallots and cashew nuts. Bake in preheated oven for 10 minutes or until the fish flakes when tested with a fork., Meanwhile, heat the remaining vegetable oil in a wok or large frying pan over medium-high heat. Add the choy sum and garlic, and cook, turning constantly with tongs, for about 5 minutes or until the choy sum wilts., To serve, place the wilted choy sum on serving plates with a fish fillet. Drizzle with the dressing and serve immediately.","calories: 262, fat: 12.9g, carbs: 11.6g, protein: 28.9g, servings: 4",https://img.taste.com.au/etFRziFe/w720-h480-cfill-q80/taste/2016/11/baked-fish-fillets-with-wilted-choy-sum-21470-1.jpeg
"Roast lamb stuffed with orange, cranberry and rosemary",https://www.taste.com.au/recipes/roast-lamb-stuffed-orange-cranberry-rosemary/de103bd9-8953-461e-bf98-9fb8f1ae7c73#coral_thread,"[{'quantity': '60', 'unit': 'g', 'name': 'butter, chopped'}, {'quantity': '1', 'unit': 'small', 'name': 'brown onion, finely chopped'}, {'quantity': '2', 'unit': 'garlic', 'name': 'cloves, crushed'}, {'quantity': '1 1/2', 'unit': 'cups', 'name': '(105g) fresh breadcrumbs'}, {'quantity': '1/3', 'unit': 'cup', 'name': '(40g) pecans, finely chopped'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'rosemary, finely chopped'}, {'quantity': '1', 'unit': 'orange', 'name': ', zested'}, {'quantity': '1/3', 'unit': 'cup', 'name': '(45g) dried cranberries, chopped'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'orange juice'}, {'quantity': '1.3', 'unit': 'kg', 'name': 'Coles Australian Lamb Leg Roast Boneless'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'olive oil'}, {'quantity': '1', 'unit': 'kg', 'name': 'brushed potatoes, peeled, chopped'}, {'quantity': '100', 'unit': 'g', 'name': 'bacon, coarsely chopped'}, {'quantity': '450', 'unit': 'g', 'name': 'Brussels sprouts, thinly sliced'}]","Preheat oven to 180C. Melt 40g of the butter in a medium frying pan over medium-low heat. Add the onion and cook for 3 mins. Add half the garlic and cook for 1 min. Stir in the breadcrumbs and orange zest. Cook for a further 2-3 mins or until breadcrumbs are golden. Remove from heat. Stir in the dried cranberries and orange juice. Season., Remove the string from the lamb. Place, fat-side down on a clean work surface. Open out lamb to form one large piece. Place stuffing down the centre of the lamb. Roll up lamb firmly to enclose filling. Secure with kitchen string at 2cm intervals., Place lamb, fat-side up, in a large deep roasting pan. Brush with oil and season. Arrange potato around the lamb. Drizzle with remaining oil. Season. Roast for 1 hour or until cooked to your liking. Transfer lamb to a plate and cover with foil. Set aside for 20 mins to rest., Meanwhile, heat a non-stick frying pan over medium heat. Cook the bacon, stirring, for 5 mins or until golden and crisp. Add the remaining garlic, remaining butter, brussels sprouts and 1/4 cup (60ml) water. Simmer for 3 mins or until brussels sprouts are tender., Remove the string from the lamb and slice. Serve with potato and brussels sprout mixture.","calories: 4333, fat: 198.5g, carbs: 313.0g, protein: 330.5g, servings: 6",https://img.taste.com.au/3Lwpld8j/w720-h480-cfill-q80/taste/2016/11/roast-lamb-stuffed-with-orange-cranberry-and-rosemary-108102-1.jpeg
Roast turkey with apricot and hazelnut stuffing,https://www.taste.com.au/recipes/roast-turkey-apricot-hazelnut-stuffing-2/ada4f37a-1d1e-4770-bee6-b4c76f3ca081#coral_thread,"[{'quantity': '4', 'unit': 'kg', 'name': 'whole turkey'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'apricot conserve'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'honey'}, {'quantity': None, 'unit': 'Gravy', 'name': ', to serve'}]","Make Apricot and hazelnut stuffing; Place hazelnuts in a frying pan over medium heat. Cook, tossing occasionally, for 4 minutes or until golden and toasted. Transfer to a large heatproof bowl. Set aside. Melt butter in frying pan over medium heat. Add onion. Cook, stirring, for 10 minutes or until softened. Add garlic and sage. Cook, stirring, for 1 minute or until fragrant. Set aside for 5 minutes to cool. Add to hazelnuts. Stir in breadcrumbs and apricots. Season with salt and pepper. Preheat oven to 180C/160C fan-forced. Remove and discard neck from turkey. Pat dry inside and out with paper towel. Loosely fill neck cavity with stuffing. Using toothpicks, secure skin over neck cavity to enclose stuffing. Fill large cavity with remaining stuffing. Secure skin over cavity with toothpicks. Tie legs together with kitchen string. Tuck wings under turkey., Place turkey on a greased wire rack in a large roasting pan. Pour 3 cups water into pan. Place 1/2 the conserve and 1/2 the honey in a microwave-safe bowl. Microwave on HIGH (100%) for 30 seconds or until melted. Brush turkey all over with honey mixture. Season with salt and pepper. Cover pan tightly with lightly greased foil. Roast turkey for 1 hour 20 minutes., Place remaining conserve and honey in a microwave-safe bowl. Microwave on HIGH (100%) for 30 seconds or until melted. Remove and discard foil from turkey. Roast for a further 1 hour 40 minutes, basting every 20 minutes with honey mixture, or until turkey is golden and juices run clear when thigh is pierced with a skewer (see note). Cover with foil. Stand for 15 minutes., Remove and discard string and toothpicks from turkey. Transfer to a platter. Serve with stuffing and gravy.","calories: 1032, fat: 40.3g, carbs: 64.7g, protein: 99.2g, servings: 8",https://img.taste.com.au/OpUD5nrm/w720-h480-cfill-q80/taste/2016/11/roast-turkey-with-apricot-and-hazelnut-stuffing-101477-1.jpeg
Pomegranate tabouli,https://www.taste.com.au/recipes/pomegranate-tabouli/52feced0-9794-40b3-9529-b38606fed7ed#coral_thread,"[{'quantity': '90', 'unit': 'g', 'name': '(1/2 cup) burghul'}, {'quantity': '185', 'unit': 'ml', 'name': '(3/4 cup) boiling water'}, {'quantity': '1', 'unit': 'cup', 'name': 'chopped fresh continental parsley'}, {'quantity': '3/4', 'unit': 'cup', 'name': 'chopped fresh mint'}, {'quantity': '2', 'unit': 'pomegranates', 'name': ', quartered, seeds removed'}, {'quantity': '3', 'unit': 'shallots', 'name': ', trimmed, thinly sliced'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'olive oil'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'fresh lemon juice'}]","Place the burghul in a large heatproof bowl. Add the boiling water and set aside for 10 minutes to soak. Drain., Add the parsley, mint, pomegranate seeds, shallot, oil and lemon juice. Season with salt and pepper. Mix until well combined.","calories: 244, fat: 10.5g, carbs: 36.5g, protein: 5.2g, servings: 4",https://img.taste.com.au/WOrLBpJh/w720-h480-cfill-q80/taste/2016/11/pomegranate-tabouli-79841-1.jpeg
Corn and shallot blini with smoked trout,https://www.taste.com.au/recipes/corn-shallot-blini-smoked-trout/f46c4114-1ecd-4eb7-aa30-49e97dbdfc0c#coral_thread,"[{'quantity': '185', 'unit': 'ml', 'name': '(3/4 cup) skim milk'}, {'quantity': '1', 'unit': 'egg', 'name': ', lightly whisked'}, {'quantity': '150', 'unit': 'g', 'name': '(1 cup) self-raising flour'}, {'quantity': '1', 'unit': 'x', 'name': '420g can corn kernels, drained'}, {'quantity': '4', 'unit': 'shallots', 'name': ', ends trimmed, thinly sliced'}, {'quantity': None, 'unit': 'Pinch', 'name': 'of salt'}, {'quantity': None, 'unit': 'Olive', 'name': 'oil spray'}, {'quantity': '6', 'unit': 'slices', 'name': '(about 150g) smoked ocean trout'}, {'quantity': None, 'unit': 'Baby', 'name': 'rocket leaves, to serve'}, {'quantity': '125', 'unit': 'g', 'name': '(1/2 cup) extra light sour cream'}]","Whisk together the milk and egg in a large jug. Combine the flour, corn, shallot and salt in a large bowl. Add the milk mixture to the corn mixture and use a balloon whisk to whisk until a smooth batter forms., Spray a large non-stick frying pan with olive oil spray to grease. Heat over medium heat. Place 6 tablespoonfuls of the corn mixture into the pan, allowing room for spreading. Cook for 1-2 minutes or until bubbles appear on the surface and the blinis are golden underneath. Turn and cook for a further 1 minute or until golden underneath. Transfer to a plate. Repeat, in 2 more batches, with the remaining corn mixture, spraying the pan with olive oil spray between batches, to make 18 blini., Cut each trout slice into 3 portions. Divide the blini among serving plates. Top with the trout, rocket and sour cream. Season with pepper to serve.","calories: 236, fat: 6.4g, carbs: 32.6g, protein: 13.5g, servings: 6",https://img.taste.com.au/1kpcDNeA/w720-h480-cfill-q80/taste/2016/11/corn-and-shallot-blini-with-smoked-trout-55848-1.jpeg
